home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Arsenal, Leicester,H, 0.512025208385, 0.518754988029, 0.525291828794, 0.521251002406, 0.526742301459, 0.529775715391, 0.511508951407, 0.518754988029
Chelsea, Burnley,A, 0.0578711296904, -0.0856406163669, -0.0325716726899, -0.0657470855483, -0.0982576985413, -0.0835517725533, -0.0834277574541, -0.0923561230824
Everton, Stoke,H, 0.495519778152, 0.425470494744, 0.476687586569, 0.415022145221, 0.400791731116, 0.428793906459, 0.430590934135, 0.418754988029
Southampton, Swansea,D, 0.374885127218, 0.219199867682, 0.303826739551, 0.2754872615, 0.197251908108, 0.226782171337, 0.216687190819, 0.284225840047
Watford, Liverpool,D, 0.767656729267, 0.0669156037221, 0.15063525019, 0.140352126365, 0.0389405624612, 0.102425396037, 0.0610095351415, 0.112552020304
West Brom, Bournemouth,H, 1.15639787914, 0.433582270389, 0.139140997316, 0.123209269222, 0.0271758565788, 0.465859063819, 0.0493816281648, 0.0935150662168
Man United, West Ham,H, 1.63148388769, 1.06350353023, 0.757813663233, 0.690723946326, 0.639545727981, 1.07336186337, 0.685219778454, 0.721930366763
Newcastle, Tottenham,A, 1.38715541367, 1.5545749588, 1.2475524692, 1.16363035027, 1.1171006468, 1.55708699899, 1.16368867798, 1.21300179533
Bournemouth, Watford,A, 1.22145096873, 1.34624162547, 1.03062125227, 0.932051402898, 0.917100646797, 1.33395496215, 0.944437341077, 1.004668462
Burnley, West Brom,A, 1.0518052244, 1.28168896409, 0.967037437243, 0.839565853765, 0.864469067849, 1.27427027746, 0.873008769648, 0.944849048909
Liverpool, Crystal Palace,H, 1.460911757, 1.87138480518, 1.54433057387, 1.38564093909, 1.42944081926, 1.85728914539, 1.47988671975, 1.52140254026
Southampton, West Ham,H, 1.42277188543, 2.35749591629, 2.02052105006, 1.85854734303, 1.90349271547, 2.34647833458, 1.93907039322, 2.00841552727
Stoke, Arsenal,H, 1.29638938676, 2.09641217245, 1.74933460938, 1.55805473219, 1.65349271547, 2.09845461916, 1.66356018914, 1.73764328876
Swansea, Man United,A, 1.26494939261, 2.73005272544, 2.35154815105, 2.10549998767, 2.29752081851, 2.74173260524, 2.2940772131, 2.39230777321
Tottenham, Chelsea,A, 1.08120008155, 2.55544955084, 2.16235896186, 1.94994443211, 2.12625010028, 2.55561273142, 2.12741054643, 2.23029660003
Man City, Everton,D, 1.04844845413, 2.30662051103, 1.90967418612, 1.76564409081, 1.79824097307, 2.2636300662, 1.86648425811, 2.00371049731
Bournemouth, Man City,A, 1.56938367693, 2.9077134072, 2.49400773002, 2.31779133008, 2.40247058032, 2.8740410251, 2.45356840683, 2.60480339348
Crystal Palace, Swansea,A, 1.39318956133, 2.66435962397, 2.25442439669, 2.08621238271, 2.16310887819, 2.62785587759, 2.21420670471, 2.35607242902
Man United, Leicester,H, 1.87344001766, 3.28129736935, 2.86039083547, 2.68895210874, 2.76323522058, 3.24928444902, 2.80129085343, 2.96195817627
Newcastle, West Ham,H, 2.30773566569, 3.65492374297, 3.24241330738, 2.67180925159, 2.7401138333, 3.23938345892, 3.16910694539, 3.3355845499
Chelsea, Everton,H, 2.84861323468, 4.24315903709, 3.81302671679, 3.21234979214, 3.31089008901, 3.82335028684, 3.75561720932, 3.90906125241
Liverpool, Arsenal,H, 2.82485053158, 4.22176866276, 4.19291498495, 3.60123868102, 3.26594626878, 3.79551302774, 4.13979800028, 3.86558299154
Tottenham, Burnley,D, 2.56717211483, 3.84814228913, 3.89617907991, 3.36962316278, 2.8481442706, 3.44774702129, 3.76005116484, 3.46108860952
West Brom, Stoke,D, 2.55710127368, 3.80369784469, 3.87332193705, 3.74676601993, 2.81346218967, 3.40028565264, 3.73679535088, 3.42756905645
Arsenal, Bournemouth,H, 3.14305627713, 4.37116316625, 4.42089209448, 4.30123438261, 3.37056525374, 3.94318021714, 4.29389841495, 3.99503437801
Everton, Tottenham,A, 3.07078923842, 4.7754184854, 4.81649649008, 4.6901232715, 3.77940503275, 4.35704576336, 4.68715684192, 4.39928969716
Leicester, Chelsea,A, 3.45412097126, 5.22996393995, 5.26969846052, 5.14466872605, 4.22838462458, 4.81229119166, 5.13217225815, 4.84894756617
Man City, Liverpool,H, 3.37880921871, 5.64787438771, 5.68420623254, 5.55771220431, 4.6305010267, 5.23103496035, 5.54883892482, 5.27512866853
Southampton, Watford,A, 3.17614933999, 5.27448382977, 5.33260805903, 5.21817732059, 4.2706490378, 4.86143219697, 5.19322146892, 4.90173811059
Stoke, Man United,D, 3.56977758053, 5.05226160754, 5.15661454727, 5.03094327804, 4.05017659686, 4.63779719323, 4.95322146892, 4.67039482701
Burnley, Crystal Palace,H, 3.48889194224, 5.43900193904, 5.53161454727, 4.97892015665, 4.42948694168, 5.02147966291, 5.32188506339, 5.04901398069
Swansea, Newcastle,A, 3.1907688782, 5.33844327982, 5.43966052428, 4.84897665382, 4.34176764344, 4.92048077279, 5.22741501731, 4.94599046445
